domain,guideline,vignette,item_author_notes,validator_guideline,validator_notes,question_type,hypothesis,new_information,effect_phrase,options,author_notes,validator_selected_option
Celiac_Disease,american,"A 34-year-old woman, diagnosed with celiac disease one year ago via positive tTG-IgA serology and duodenal biopsy showing Marsh 3b villous atrophy, returns for follow-up. She was referred to a dietitian and reports strict adherence to a gluten-free diet (GFD) for the past 12 months. Despite this, she continues to experience intermittent non-bloody diarrhea, significant bloating, and persistent fatigue, which she feels have only marginally improved. She expresses frustration, stating she meticulously avoids gluten and cross-contamination. Repeat laboratory tests show her tTG-IgA level has decreased from >250 U/mL at diagnosis to 25 U/mL (upper limit of normal <15 U/mL). Her complete blood count is normal, and her ferritin level has normalized. You are considering the next steps in evaluating her nonresponsive celiac disease.",This item assesses the evaluation of nonresponsive celiac disease. Key decision points include differentiating ongoing gluten exposure from co-existing conditions (SIBO) and adjusting follow-up plans based on serological response.,,,diagnosis,a concurrent diagnosis of small intestinal bacterial overgrowth (SIBO) as the cause of her persistent symptoms.,"A glucose breath test is performed and shows an early and sustained rise in hydrogen levels, meeting diagnostic criteria for SIBO.",this hypothesis becomes,"+2, +1, 0, -1, -2","SIBO is a common cause of persistent symptoms in patients with celiac disease, even with good dietary adherence. A positive glucose breath test strongly supports this concurrent diagnosis. (+2)",
,,,,,,management,referring her for a comprehensive dietary review with a dietitian specializing in celiac disease.,"A gluten-containing-food detection test on a stool sample is performed and returns a positive result, indicating recent gluten ingestion.",this plan becomes,"+2, +1, 0, -1, -2","This provides objective evidence of ongoing gluten exposure, which is the most common cause of nonresponsive celiac disease. A specialized dietary review becomes the essential next step. (+2)",
,,,,,,followup,planning for a repeat upper endoscopy with duodenal biopsies in the next month to assess for refractory disease.,"After a phone consultation and further dietary counseling, her repeat tTG-IgA level three months later has completely normalized to 8 U/mL.",this plan becomes,"+2, +1, 0, -1, -2",Complete normalization of tTG-IgA strongly suggests improved dietary adherence and likely mucosal healing. This significantly reduces the immediate need for an invasive repeat endoscopy to rule out refractory disease. (-1),
Celiac_Disease,american,"A 24-year-old woman presents with a six-month history of intermittent diarrhea, abdominal bloating, and fatigue. She has also noted an unintentional weight loss of 5 kg. Her older sister was diagnosed with celiac disease two years ago. On examination, she appears pale but is otherwise hemodynamically stable. Initial laboratory investigations reveal a microcytic anemia with a hemoglobin of 10.8 g/dL (normal 12-16 g/dL) and a ferritin of 12 ng/mL (normal 15-150 ng/mL). Her total serum IgA is within the normal range at 210 mg/dL (normal 70-400 mg/dL). A celiac serology panel was ordered, showing a tissue transglutaminase (tTG) IgA level of 115 U/mL (upper limit of normal [ULN] <15 U/mL). She is anxious about the potential diagnosis and is keen to start treatment as soon as possible to alleviate her symptoms.","This case focuses on a patient with positive serology for celiac disease that does not meet criteria for a no-biopsy diagnosis, highlighting the interpretation of histology and the management of non-responsive symptoms.",,,diagnosis,a definitive diagnosis of celiac disease requires endoscopic confirmation.,Duodenal biopsies show only increased intraepithelial lymphocytes (Marsh 1 lesion) without villous atrophy.,this hypothesis becomes,"+2, +1, 0, -1, -2","Positive serology with only a Marsh 1 lesion complicates a definitive diagnosis. While consistent with early celiac disease, the lack of villous atrophy makes the diagnosis less certain and may warrant further evaluation. (+1)",
,,,,,,management,initiating a strict gluten-free diet (GFD) immediately after biopsy.,The patient reveals she was on a self-initiated low-gluten diet for a month before her blood tests and endoscopy.,this action becomes,"+2, +1, 0, -1, -2","A pre-test low-gluten diet can blunt serological and histological findings. This new information reinforces the high likelihood of celiac disease and makes starting a formal, strict GFD an essential next step. (+2)",
,,,,,,followup,scheduling a follow-up with repeat tTG-IgA serology in one year.,"At her 1-year follow-up, her tTG-IgA is 50 U/mL, and she reports persistent, though improved, bloating and fatigue.",this plan becomes,"+2, +1, 0, -1, -2",Persistent symptoms and significantly elevated tTG after a year on GFD indicate non-responsive celiac disease. Simply planning another follow-up is insufficient; active investigation into dietary adherence or alternative diagnoses is now required. (-1),
Celiac_Disease,american,"A 28-year-old woman was diagnosed with celiac disease one year ago based on a high tTG-IgA titer (>250 U/mL) and a duodenal biopsy showing Marsh 3b villous atrophy. She consulted with a registered dietitian and initiated a strict gluten-free diet (GFD), leading to significant improvement in her chronic diarrhea and fatigue within three months. For the past four months, however, her symptoms have returned despite her self-reported meticulous adherence to the GFD, including avoiding cross-contamination. She now experiences daily bloating, 3-4 loose stools, and persistent fatigue. Repeat laboratory tests show her tTG-IgA has decreased to 55 U/mL (normal <15 U/mL), and her hemoglobin is 11.2 g/dL with a ferritin of 18 ng/mL, showing only partial improvement from her initial anemia. She feels frustrated and is questioning the effectiveness of her diet.","This item explores the differential diagnosis and management of non-responsive celiac disease, a common clinical challenge. It tests the ability to prioritize investigations based on new clinical data, distinguishing between poor adherence, co-existing conditions, and refractory disease.",,,diagnosis,unintentional gluten exposure as the cause for her persistent symptoms.,A detailed review by a dietitian with celiac expertise reveals frequent consumption of processed foods not certified gluten-free.,this hypothesis becomes,"+2, +1, 0, -1, -2",Ongoing gluten exposure is the most common cause of non-responsive celiac disease. A detailed dietary review identifying potential sources of contamination strongly supports this hypothesis. (+2),
,,,,,,management,initiating empiric treatment with rifaximin for suspected small intestinal bacterial overgrowth (SIBO).,"A glucose hydrogen breath test shows an early and significant rise in hydrogen levels, consistent with SIBO.",this action becomes,"+2, +1, 0, -1, -2","SIBO is a frequent cause of persistent symptoms in celiac disease. A positive breath test confirms this diagnosis, making targeted treatment with rifaximin highly appropriate. (+2)",
,,,,,,followup,scheduling a repeat upper endoscopy with duodenal biopsies to reassess for villous atrophy.,"After three additional months of strict dietary reinforcement, her tTG-IgA level has completely normalized to 8 U/mL.",this plan becomes,"+2, +1, 0, -1, -2",Normalization of tTG-IgA strongly suggests mucosal healing in response to a truly gluten-free diet. This makes an invasive repeat endoscopy much less appropriate at this time. (-2),
Celiac_Disease,american,"A 24-year-old woman with a 10-year history of well-controlled type 1 diabetes mellitus presents with persistent fatigue and mild, intermittent abdominal bloating. She denies diarrhea or weight loss. Her BMI is 22 kg/m². Her HbA1c is 7.1%. Laboratory workup reveals microcytic anemia with a hemoglobin of 10.8 g/dL and a ferritin of 12 ng/mL. A gastroenterology consultation is requested. Initial serologic testing for celiac disease shows a tissue transglutaminase (tTG) IgA level of 18 U/mL (upper limit of normal <15 U/mL). Her total serum IgA is within the normal range at 210 mg/dL. An upper endoscopy with duodenal biopsies is performed, which reveals histologically normal mucosa with no villous atrophy or increased intraepithelial lymphocytes (Marsh 0). The patient is unsure about dietary changes and is seeking clear guidance on her diagnosis and next steps.","This case explores the diagnostic nuance of potential celiac disease in a high-risk patient (T1DM) with discordant serology and histology, and the subsequent management and follow-up challenges.",,,diagnosis,the diagnosis is celiac disease despite the normal biopsy findings.,endomysial antibody (EMA) IgA testing comes back strongly positive.,this hypothesis becomes,"+2, +1, 0, -1, -2","A positive EMA is highly specific (>99%) for celiac disease. In a high-risk patient with elevated tTG, this result strongly supports the diagnosis, suggesting potential patchy villous atrophy. (+2)",
